ID,count
ENSMUSE00001343744,0
ENSMUSE00000522066,0
ENSMUSE00001339323,0
ENSMUSE00000869502,3
ENSMUSE00001343235,0
ENSMUSE00001341983,0
ENSMUSE00001342074,0
ENSMUSE00001345089,1
ENSMUSE00001336948,1
ENSMUSE00001341225,6
ENSMUSE00001004195,0
ENSMUSE00001345236,0
ENSMUSE00001345397,14
ENSMUSE00000837314,85
ENSMUSE00001255376,82
ENSMUSE00000730558,205
ENSMUSE00001230529,71
ENSMUSE00000777602,12
ENSMUSE00000703287,154
ENSMUSE00001206040,154
ENSMUSE00000747600,2
ENSMUSE00000912814,0
ENSMUSE00001338479,144
ENSMUSE00000385288,141
ENSMUSE00001342184,107
ENSMUSE00000230808,21
ENSMUSE00001341886,5
ENSMUSE00001345433,23
ENSMUSE00001341804,1
ENSMUSE00001342914,0
ENSMUSE00001343112,1
ENSMUSE00000154063,1
ENSMUSE00000554252,1
ENSMUSE00000863532,0
ENSMUSE00000863721,31
ENSMUSE00000230531,100
ENSMUSE00000997941,33
ENSMUSE00000154068,67
ENSMUSE00000848395,10
ENSMUSE00001276978,47
ENSMUSE00000858689,9
ENSMUSE00000850861,28
ENSMUSE00000854166,0
ENSMUSE00001254227,5
ENSMUSE00001243306,12
ENSMUSE00001310124,5
ENSMUSE00001246930,5
ENSMUSE00001054859,12
ENSMUSE00001344827,2
ENSMUSE00000824119,77
ENSMUSE00000794948,77
ENSMUSE00000630855,25
ENSMUSE00000630853,25
ENSMUSE00000796004,0
ENSMUSE00000746001,5
ENSMUSE00000775067,8
ENSMUSE00000730905,1
ENSMUSE00001339893,0
ENSMUSE00001339810,2
ENSMUSE00001337469,0
ENSMUSE00001337169,0
ENSMUSE00001341158,0
ENSMUSE00001343950,0
ENSMUSE00000630850,95
ENSMUSE00001298878,87
ENSMUSE00001253077,84
ENSMUSE00001289349,92
ENSMUSE00001273110,25
ENSMUSE00001339503,4
ENSMUSE00001237796,10
ENSMUSE00001304350,12
ENSMUSE00000501172,14
ENSMUSE00000664209,0
ENSMUSE00001344861,0
ENSMUSE00001345188,0
ENSMUSE00001344143,2
ENSMUSE00001346220,0
ENSMUSE00001338294,2
ENSMUSE00001339509,0
ENSMUSE00001341492,3
ENSMUSE00000660495,1
ENSMUSE00001337974,0
ENSMUSE00001340748,0
ENSMUSE00001344273,0
ENSMUSE00000522850,0
ENSMUSE00000463933,66
ENSMUSE00000754750,69
ENSMUSE00001146417,70
ENSMUSE00001238822,36
ENSMUSE00000713089,12
ENSMUSE00000553798,3
ENSMUSE00001104564,6
ENSMUSE00001144804,6
ENSMUSE00001175967,0
ENSMUSE00001320401,24
ENSMUSE00000553717,24
ENSMUSE00001332231,2
ENSMUSE00001317996,8
ENSMUSE00001323164,6
ENSMUSE00001328436,4
ENSMUSE00000441750,4
ENSMUSE00000403774,4
ENSMUSE00001272844,1
ENSMUSE00001338319,0
ENSMUSE00000793282,1
ENSMUSE00001330861,2
ENSMUSE00001328527,15
ENSMUSE00001308033,254
ENSMUSE00000813321,41
ENSMUSE00001290187,35
ENSMUSE00001291361,27
ENSMUSE00001255443,232
ENSMUSE00001375985,26
ENSMUSE00001329916,13
ENSMUSE00001335581,23
ENSMUSE00001296903,17
ENSMUSE00001264927,39
ENSMUSE00001232269,5
ENSMUSE00001319119,28
ENSMUSE00001320539,7
ENSMUSE00000437961,89
ENSMUSE00000842702,14
ENSMUSE00000785480,12
ENSMUSE00001214644,6
ENSMUSE00000757737,5
ENSMUSE00000846663,0
ENSMUSE00000714198,0
ENSMUSE00001328030,3
ENSMUSE00001332127,0
ENSMUSE00000847095,0
ENSMUSE00000604640,46
ENSMUSE00001323408,0
ENSMUSE00001327265,8
ENSMUSE00001329717,2
ENSMUSE00001322541,8
ENSMUSE00000317484,8
ENSMUSE00001319596,3
ENSMUSE00001323222,2
ENSMUSE00000728032,86
ENSMUSE00001265206,23
ENSMUSE00001321665,86
ENSMUSE00001338877,1
ENSMUSE00001324278,11
ENSMUSE00001318393,0
ENSMUSE00001339941,1
ENSMUSE00001323765,0
ENSMUSE00001002979,0
ENSMUSE00001315176,0
ENSMUSE00001117731,0
ENSMUSE00001310078,0
ENSMUSE00001114091,2
ENSMUSE00001332287,29
ENSMUSE00000360632,29
ENSMUSE00000412216,29
ENSMUSE00001331115,1
ENSMUSE00000630782,2
ENSMUSE00000576165,0
ENSMUSE00001331416,1
ENSMUSE00001317776,1
ENSMUSE00001331848,1
ENSMUSE00000553058,4
ENSMUSE00000847868,0
ENSMUSE00000966774,0
ENSMUSE00001325743,4
ENSMUSE00000458133,0
ENSMUSE00001343997,0
ENSMUSE00000712472,24
ENSMUSE00000959346,58
ENSMUSE00000901644,55
ENSMUSE00001338186,0
ENSMUSE00001338750,0
ENSMUSE00000664342,0
ENSMUSE00001323159,0
ENSMUSE00001335144,62
ENSMUSE00001328383,31
ENSMUSE00000323790,61
ENSMUSE00001332309,27
ENSMUSE00001339118,9
ENSMUSE00000847453,0
ENSMUSE00001333874,0
ENSMUSE00000333451,48
ENSMUSE00000752331,3
ENSMUSE00001330863,5
ENSMUSE00000851730,2
ENSMUSE00000856646,2
ENSMUSE00001344677,0
ENSMUSE00001129360,0
ENSMUSE00000955715,54
ENSMUSE00000949710,44
ENSMUSE00000962983,54
ENSMUSE00000956845,6
ENSMUSE00001323570,1
ENSMUSE00000153123,4
ENSMUSE00000153122,4
ENSMUSE00001321406,42
ENSMUSE00001342986,0
ENSMUSE00001335933,1
ENSMUSE00000744355,1
ENSMUSE00000153118,1
ENSMUSE00001320519,1
ENSMUSE00001333532,0
ENSMUSE00001322417,0
ENSMUSE00001326895,2
ENSMUSE00000848044,0
ENSMUSE00000552637,5
ENSMUSE00000853181,10
ENSMUSE00000343325,10
ENSMUSE00001319771,2
ENSMUSE00001331993,3
ENSMUSE00001335677,0
ENSMUSE00001322495,0
ENSMUSE00001320153,0
ENSMUSE00000320302,10
ENSMUSE00000739065,4
ENSMUSE00000335163,7
ENSMUSE00000456367,7
ENSMUSE00001328637,1
ENSMUSE00001335930,1
ENSMUSE00001329976,0
ENSMUSE00001330333,61
ENSMUSE00001345365,0
ENSMUSE00001332535,2
ENSMUSE00001431675,1
ENSMUSE00000522784,0
ENSMUSE00001333839,1
ENSMUSE00000522705,0
ENSMUSE00000154269,2
ENSMUSE00001327913,0
ENSMUSE00001322052,2
ENSMUSE00000702429,11
ENSMUSE00000359134,4
ENSMUSE00001324966,0
ENSMUSE00000866389,0
ENSMUSE00000307757,4
ENSMUSE00001322050,0
ENSMUSE00001335804,1
ENSMUSE00000869172,3
ENSMUSE00000154283,2
ENSMUSE00001337510,0
ENSMUSE00000783693,5
ENSMUSE00001250100,5
ENSMUSE00001323225,5
ENSMUSE00001335002,0
ENSMUSE00001057894,0
ENSMUSE00000552033,1
ENSMUSE00000801083,1
ENSMUSE00001043125,1
ENSMUSE00000604341,0
ENSMUSE00000777650,0
ENSMUSE00001080066,1
ENSMUSE00000812190,1
ENSMUSE00000746613,0
ENSMUSE00001159547,3
ENSMUSE00001335324,1
ENSMUSE00001166640,0
ENSMUSE00000848063,0
ENSMUSE00000522630,0
ENSMUSE00001299960,0
ENSMUSE00000522792,0
ENSMUSE00001325996,0
ENSMUSE00001141295,0
ENSMUSE00001329771,0
ENSMUSE00000843988,11
ENSMUSE00000828983,15
ENSMUSE00000415509,11
ENSMUSE00001341802,0
ENSMUSE00001339614,0
ENSMUSE00001341604,0
ENSMUSE00001106756,0
ENSMUSE00000779838,13
ENSMUSE00000630577,10
ENSMUSE00000771935,1
ENSMUSE00000824430,1
ENSMUSE00000438739,190
ENSMUSE00001332512,138
ENSMUSE00000604180,190
ENSMUSE00001328337,28
ENSMUSE00000604170,25
ENSMUSE00001325958,0
ENSMUSE00000718074,0
ENSMUSE00000722672,0
ENSMUSE00001343258,0
ENSMUSE00001327480,0
ENSMUSE00000846621,0
ENSMUSE00001335968,1
ENSMUSE00001318485,9
ENSMUSE00001346211,0
ENSMUSE00000515713,0
ENSMUSE00001322232,0
ENSMUSE00000707877,0
ENSMUSE00001317458,0
ENSMUSE00001328586,1
ENSMUSE00001073847,0
ENSMUSE00001331888,13
ENSMUSE00001334083,0
ENSMUSE00001324309,4
ENSMUSE00001335396,0
ENSMUSE00000357611,2
ENSMUSE00001319148,2
ENSMUSE00000155452,1
ENSMUSE00001335421,0
ENSMUSE00001320447,0
ENSMUSE00000974500,0
ENSMUSE00001324636,0
ENSMUSE00000604018,1
ENSMUSE00000710475,0
ENSMUSE00001330080,71
ENSMUSE00001327350,5
ENSMUSE00000314986,18
ENSMUSE00001321831,19
ENSMUSE00001343665,0
ENSMUSE00001345284,1
ENSMUSE00001340606,0
ENSMUSE00001339568,0
ENSMUSE00001340659,1
ENSMUSE00000847905,0
ENSMUSE00001337817,3
ENSMUSE00001336080,5
ENSMUSE00000847260,0
ENSMUSE00001324065,0
ENSMUSE00000522448,0
ENSMUSE00001321351,5
ENSMUSE00000522485,0
ENSMUSE00001331817,0
ENSMUSE00001331516,0
ENSMUSE00001341333,2
ENSMUSE00001344311,2
ENSMUSE00000838203,4
ENSMUSE00000314015,14
ENSMUSE00001291302,5
ENSMUSE00001259247,2
ENSMUSE00000797594,3
ENSMUSE00001341229,0
ENSMUSE00001209361,73
ENSMUSE00001339858,2
ENSMUSE00001370886,27
ENSMUSE00001372034,53
ENSMUSE00001254967,25
ENSMUSE00001343440,0
ENSMUSE00001337074,4
ENSMUSE00001355270,0
ENSMUSE00001240522,4
ENSMUSE00001373845,28
ENSMUSE00001229339,0
ENSMUSE00001321242,1
ENSMUSE00001371641,1
ENSMUSE00001374678,10
ENSMUSE00001318670,1
ENSMUSE00001375945,5
ENSMUSE00001375622,4
ENSMUSE00001337147,0
ENSMUSE00001326203,0
ENSMUSE00000701649,137
ENSMUSE00001329092,16
ENSMUSE00001341456,72
ENSMUSE00001211447,58
