name,KO-24h_vs_KO-0h,KO-48h_vs_KO-0h,KO-6h_vs_KO-0h,WT-0h_vs_KO-0h,WT-24h_vs_KO-24h,WT-24h_vs_WT-0h,WT-48h_vs_KO-48h,WT-48h_vs_WT-0h,WT-6h_vs_KO-6h,WT-6h_vs_WT-0h
ENSMUSE00000098340,21.5742264567213,21.5742264567213,21.5742264567213,21.5742264567213,21.5742264567213,21.5742264567213,21.5742264567213,21.5742264567213,21.5742264567213,21.5742264567213
ENSMUSE00000098418,1.64249398358545,1.64249398358545,1.64249398358545,1.64249398358545,1.64249398358545,1.64249398358545,1.64249398358545,1.64249398358545,1.64249398358545,1.64249398358545
ENSMUSE00000099322,1.51049422166824,1.51049422166824,1.51049422166824,1.51049422166824,1.51049422166824,1.51049422166824,1.51049422166824,1.51049422166824,1.51049422166824,1.51049422166824
ENSMUSE00000099726,2.06447763177179,2.06447763177179,2.06447763177179,2.06447763177179,2.06447763177179,2.06447763177179,2.06447763177179,2.06447763177179,2.06447763177179,2.06447763177179
ENSMUSE00000100732,7.58593627829374,7.58593627829374,7.58593627829374,7.58593627829374,7.58593627829374,7.58593627829374,7.58593627829374,7.58593627829374,7.58593627829374,7.58593627829374
ENSMUSE00000102087,12.9938969495654,12.9938969495654,12.9938969495654,12.9938969495654,12.9938969495654,12.9938969495654,12.9938969495654,12.9938969495654,12.9938969495654,12.9938969495654
ENSMUSE00000102166,2.61955603982322,2.61955603982322,2.61955603982322,2.61955603982322,2.61955603982322,2.61955603982322,2.61955603982322,2.61955603982322,2.61955603982322,2.61955603982322
ENSMUSE00000102451,2.0761544728121,2.0761544728121,2.0761544728121,2.0761544728121,2.0761544728121,2.0761544728121,2.0761544728121,2.0761544728121,2.0761544728121,2.0761544728121
ENSMUSE00000102616,12.249287628989,12.249287628989,12.249287628989,12.249287628989,12.249287628989,12.249287628989,12.249287628989,12.249287628989,12.249287628989,12.249287628989
ENSMUSE00000102813,1.27767281276318,1.27767281276318,1.27767281276318,1.27767281276318,1.27767281276318,1.27767281276318,1.27767281276318,1.27767281276318,1.27767281276318,1.27767281276318
ENSMUSE00000104604,1.01527229989704,1.01527229989704,1.01527229989704,1.01527229989704,1.01527229989704,1.01527229989704,1.01527229989704,1.01527229989704,1.01527229989704,1.01527229989704
ENSMUSE00000104993,1.23835012943662,1.23835012943662,1.23835012943662,1.23835012943662,1.23835012943662,1.23835012943662,1.23835012943662,1.23835012943662,1.23835012943662,1.23835012943662
ENSMUSE00000105392,1.02423936340614,1.02423936340614,1.02423936340614,1.02423936340614,1.02423936340614,1.02423936340614,1.02423936340614,1.02423936340614,1.02423936340614,1.02423936340614
ENSMUSE00000105758,3.8345241934412,3.8345241934412,3.8345241934412,3.8345241934412,3.8345241934412,3.8345241934412,3.8345241934412,3.8345241934412,3.8345241934412,3.8345241934412
ENSMUSE00000106455,2.31230399680256,2.31230399680256,2.31230399680256,2.31230399680256,2.31230399680256,2.31230399680256,2.31230399680256,2.31230399680256,2.31230399680256,2.31230399680256
ENSMUSE00000107004,1.05542594133304,1.05542594133304,1.05542594133304,1.05542594133304,1.05542594133304,1.05542594133304,1.05542594133304,1.05542594133304,1.05542594133304,1.05542594133304
ENSMUSE00000107752,5.74337922635672,5.74337922635672,5.74337922635672,5.74337922635672,5.74337922635672,5.74337922635672,5.74337922635672,5.74337922635672,5.74337922635672,5.74337922635672
ENSMUSE00000107902,0.603438563709515,0.603438563709515,0.603438563709515,0.603438563709515,0.603438563709515,0.603438563709515,0.603438563709515,0.603438563709515,0.603438563709515,0.603438563709515
ENSMUSE00000109894,2.28665074268317,2.28665074268317,2.28665074268317,2.28665074268317,2.28665074268317,2.28665074268317,2.28665074268317,2.28665074268317,2.28665074268317,2.28665074268317
ENSMUSE00000110147,3.10689857411061,3.10689857411061,3.10689857411061,3.10689857411061,3.10689857411061,3.10689857411061,3.10689857411061,3.10689857411061,3.10689857411061,3.10689857411061
ENSMUSE00000110548,14.7416324125541,14.7416324125541,14.7416324125541,14.7416324125541,14.7416324125541,14.7416324125541,14.7416324125541,14.7416324125541,14.7416324125541,14.7416324125541
ENSMUSE00000111715,1.68379737099362,1.68379737099362,1.68379737099362,1.68379737099362,1.68379737099362,1.68379737099362,1.68379737099362,1.68379737099362,1.68379737099362,1.68379737099362
ENSMUSE00000112192,1.09935797136993,1.09935797136993,1.09935797136993,1.09935797136993,1.09935797136993,1.09935797136993,1.09935797136993,1.09935797136993,1.09935797136993,1.09935797136993
ENSMUSE00000112455,0.579791642065554,0.579791642065554,0.579791642065554,0.579791642065554,0.579791642065554,0.579791642065554,0.579791642065554,0.579791642065554,0.579791642065554,0.579791642065554
ENSMUSE00000112784,1.73691391891149,1.73691391891149,1.73691391891149,1.73691391891149,1.73691391891149,1.73691391891149,1.73691391891149,1.73691391891149,1.73691391891149,1.73691391891149
ENSMUSE00000113370,1.54522281864068,1.54522281864068,1.54522281864068,1.54522281864068,1.54522281864068,1.54522281864068,1.54522281864068,1.54522281864068,1.54522281864068,1.54522281864068
ENSMUSE00000113557,2.07551328059602,2.07551328059602,2.07551328059602,2.07551328059602,2.07551328059602,2.07551328059602,2.07551328059602,2.07551328059602,2.07551328059602,2.07551328059602
ENSMUSE00000113742,2.20586722323818,2.20586722323818,2.20586722323818,2.20586722323818,2.20586722323818,2.20586722323818,2.20586722323818,2.20586722323818,2.20586722323818,2.20586722323818
ENSMUSE00000115069,2.37651858083111,2.37651858083111,2.37651858083111,2.37651858083111,2.37651858083111,2.37651858083111,2.37651858083111,2.37651858083111,2.37651858083111,2.37651858083111
ENSMUSE00000115463,1.95028715419435,1.95028715419435,1.95028715419435,1.95028715419435,1.95028715419435,1.95028715419435,1.95028715419435,1.95028715419435,1.95028715419435,1.95028715419435
ENSMUSE00000115681,2.96696881648319,2.96696881648319,2.96696881648319,2.96696881648319,2.96696881648319,2.96696881648319,2.96696881648319,2.96696881648319,2.96696881648319,2.96696881648319
