ID,count
ENSMUSE00000858910,0
ENSMUSE00000863980,0
ENSMUSE00000485541,13
ENSMUSE00001343189,0
ENSMUSE00001343686,0
ENSMUSE00001337180,0
ENSMUSE00001345667,0
ENSMUSE00001343966,0
ENSMUSE00001337496,0
ENSMUSE00000846843,0
ENSMUSE00001344134,1
ENSMUSE00001340315,0
ENSMUSE00001378580,17
ENSMUSE00001342598,1
ENSMUSE00001379779,1
ENSMUSE00001403780,1
ENSMUSE00001396015,0
ENSMUSE00001340813,0
ENSMUSE00000471383,0
ENSMUSE00001346369,0
ENSMUSE00001341878,0
ENSMUSE00000436360,0
ENSMUSE00001339744,0
ENSMUSE00001338503,0
ENSMUSE00001338470,0
ENSMUSE00000231976,0
ENSMUSE00001344451,0
ENSMUSE00001340102,0
ENSMUSE00001304409,40
ENSMUSE00001342057,6
ENSMUSE00000846510,1
ENSMUSE00001345430,3
ENSMUSE00000450421,295
ENSMUSE00001229301,295
ENSMUSE00000789568,269
ENSMUSE00001246843,243
ENSMUSE00001343760,25
ENSMUSE00001266256,150
ENSMUSE00000727986,53
ENSMUSE00000491965,7
ENSMUSE00001344247,0
ENSMUSE00000814493,6
ENSMUSE00001258222,8
ENSMUSE00001235188,6
ENSMUSE00001288384,6
ENSMUSE00001269943,5
ENSMUSE00000898244,0
ENSMUSE00001338399,0
ENSMUSE00000815609,0
ENSMUSE00001345632,0
ENSMUSE00001341829,0
ENSMUSE00000945922,0
ENSMUSE00001344175,0
ENSMUSE00000230695,0
ENSMUSE00001336803,0
ENSMUSE00001343562,53
ENSMUSE00000850919,18
ENSMUSE00000630867,0
ENSMUSE00001343653,0
ENSMUSE00001345117,27
ENSMUSE00001343905,0
ENSMUSE00001229435,0
ENSMUSE00001340227,0
ENSMUSE00001116424,128
ENSMUSE00001345075,70
ENSMUSE00001340075,71
ENSMUSE00001341418,14
ENSMUSE00001340185,0
ENSMUSE00000766828,69
ENSMUSE00000805330,69
ENSMUSE00001283395,6
ENSMUSE00000229712,41
ENSMUSE00001338148,0
ENSMUSE00000837222,0
ENSMUSE00001342882,0
ENSMUSE00001089168,0
ENSMUSE00001337805,0
ENSMUSE00000710157,12
ENSMUSE00000727604,0
ENSMUSE00001343882,0
ENSMUSE00000535591,1
ENSMUSE00001341429,0
ENSMUSE00001345729,0
ENSMUSE00000633382,2
ENSMUSE00001338516,0
ENSMUSE00001346128,0
ENSMUSE00000703062,9
ENSMUSE00000703061,8
ENSMUSE00001332771,0
ENSMUSE00000703041,238
ENSMUSE00000553770,209
ENSMUSE00000863091,7
ENSMUSE00000854215,36
ENSMUSE00000373485,773
ENSMUSE00000398161,0
ENSMUSE00000847426,0
ENSMUSE00001269731,222
ENSMUSE00001211290,136
ENSMUSE00001225956,90
ENSMUSE00001273290,217
ENSMUSE00000946085,18
ENSMUSE00001317570,4
ENSMUSE00000630817,2
ENSMUSE00000820108,6
ENSMUSE00001371120,12
ENSMUSE00001225112,12
ENSMUSE00000829416,4
ENSMUSE00001092805,0
ENSMUSE00000827356,318
ENSMUSE00001214903,226
ENSMUSE00001321600,266
ENSMUSE00001218429,207
ENSMUSE00001236438,203
ENSMUSE00001336116,26
ENSMUSE00001336901,0
ENSMUSE00000553482,3790
ENSMUSE00001321552,104
ENSMUSE00000809317,221
ENSMUSE00000752865,115
ENSMUSE00000827254,17
ENSMUSE00001343502,76
ENSMUSE00001321068,61
ENSMUSE00001319304,163
ENSMUSE00000411242,16
ENSMUSE00001341523,0
ENSMUSE00000802675,0
ENSMUSE00000711495,0
ENSMUSE00000970315,0
ENSMUSE00000780418,4
ENSMUSE00001346299,0
ENSMUSE00000664283,0
ENSMUSE00001319129,0
ENSMUSE00001343232,0
ENSMUSE00001320137,0
ENSMUSE00001318984,0
ENSMUSE00001330589,24
ENSMUSE00001327733,24
ENSMUSE00000837368,5
ENSMUSE00001329849,4
ENSMUSE00001344775,0
ENSMUSE00000702730,1
ENSMUSE00000458590,8136
ENSMUSE00000386648,8162
ENSMUSE00001326959,25
ENSMUSE00000832566,35
ENSMUSE00000740838,78
ENSMUSE00001341133,48
ENSMUSE00001221147,3295
ENSMUSE00001343194,44
ENSMUSE00001338285,18
ENSMUSE00001343404,63
ENSMUSE00000846292,10
ENSMUSE00001339750,298
ENSMUSE00001338642,136
ENSMUSE00001320670,0
ENSMUSE00001334220,771
ENSMUSE00001325639,92
ENSMUSE00000387757,378
ENSMUSE00000154319,946
ENSMUSE00000783451,179
ENSMUSE00001339140,47
ENSMUSE00000664333,0
ENSMUSE00001100838,2
ENSMUSE00001342318,0
ENSMUSE00001337866,0
ENSMUSE00001287047,3
ENSMUSE00000911018,3
ENSMUSE00000154295,3
ENSMUSE00000496745,3
ENSMUSE00000488844,0
ENSMUSE00001346020,0
ENSMUSE00001320993,0
ENSMUSE00000154271,0
ENSMUSE00001335633,0
ENSMUSE00001328462,0
ENSMUSE00001320360,0
ENSMUSE00000713895,6
ENSMUSE00000408164,9
ENSMUSE00000324435,8
ENSMUSE00000846669,0
ENSMUSE00000630745,14
ENSMUSE00000847339,0
ENSMUSE00001329503,0
ENSMUSE00000355111,8
ENSMUSE00000702624,9
ENSMUSE00001163295,16
ENSMUSE00000604450,304
ENSMUSE00000783152,77
ENSMUSE00000398568,304
ENSMUSE00000844926,132
ENSMUSE00001232834,273
ENSMUSE00000839769,220
ENSMUSE00001337908,0
ENSMUSE00001343131,192
ENSMUSE00000861900,192
ENSMUSE00001241858,192
ENSMUSE00000848769,174
ENSMUSE00001246673,17
ENSMUSE00001243063,142
ENSMUSE00001304878,1773
ENSMUSE00001297894,604
ENSMUSE00001300189,1551
ENSMUSE00000757375,1113
ENSMUSE00001330550,450
ENSMUSE00000702579,430
ENSMUSE00000340801,132
ENSMUSE00001320713,321
ENSMUSE00001323302,316
ENSMUSE00000702580,297
ENSMUSE00001335296,296
ENSMUSE00001325368,0
ENSMUSE00001330344,0
ENSMUSE00000491850,20
ENSMUSE00001328582,0
ENSMUSE00000383734,3
ENSMUSE00001328947,0
ENSMUSE00001324699,73
ENSMUSE00001331927,0
ENSMUSE00001318813,0
ENSMUSE00000816973,5
ENSMUSE00000819647,2
ENSMUSE00000769172,0
ENSMUSE00001326214,0
ENSMUSE00001334241,0
ENSMUSE00001382966,1
ENSMUSE00001384865,1
ENSMUSE00001326225,0
ENSMUSE00001323316,0
ENSMUSE00001320105,0
ENSMUSE00000821169,0
ENSMUSE00000904993,0
ENSMUSE00001207630,0
ENSMUSE00000774882,2
ENSMUSE00000630718,0
ENSMUSE00000552542,20
ENSMUSE00000720131,20
ENSMUSE00001335733,20
ENSMUSE00000847310,0
ENSMUSE00000870991,1
ENSMUSE00000866580,7
ENSMUSE00001331570,0
ENSMUSE00000722600,0
ENSMUSE00000630649,41
ENSMUSE00001341169,0
ENSMUSE00000729307,0
ENSMUSE00001321074,0
ENSMUSE00000582671,0
ENSMUSE00001295109,2
ENSMUSE00000552318,9
ENSMUSE00001335576,1
ENSMUSE00000308433,31
ENSMUSE00001325121,13
ENSMUSE00001322025,1134
ENSMUSE00000355532,1134
ENSMUSE00001318617,84
ENSMUSE00001318983,165
ENSMUSE00001331822,131
ENSMUSE00000847368,0
ENSMUSE00001112487,1
ENSMUSE00000664279,0
ENSMUSE00000350093,291
ENSMUSE00001321555,123
ENSMUSE00001330813,6
ENSMUSE00000630638,0
ENSMUSE00000154316,0
ENSMUSE00000977905,0
ENSMUSE00000464249,25536
ENSMUSE00001256878,25539
ENSMUSE00001345689,26
ENSMUSE00001244113,24995
ENSMUSE00000716105,55
ENSMUSE00001297040,12938
ENSMUSE00001345361,129
ENSMUSE00001326316,0
ENSMUSE00000551967,16
ENSMUSE00000630608,0
ENSMUSE00001333544,4
ENSMUSE00000552004,12
ENSMUSE00000304588,12
ENSMUSE00001322006,0
ENSMUSE00001324369,6
ENSMUSE00000494133,1
ENSMUSE00001336944,0
ENSMUSE00001337773,0
ENSMUSE00001333376,0
ENSMUSE00000702281,36
ENSMUSE00001322127,25
ENSMUSE00001329918,27
ENSMUSE00001333872,0
ENSMUSE00000836051,808
ENSMUSE00000351902,1028
ENSMUSE00000824133,27
ENSMUSE00001310609,785
ENSMUSE00001309695,303
ENSMUSE00001220650,542
ENSMUSE00001290400,21
ENSMUSE00001233074,3
ENSMUSE00001331053,3
ENSMUSE00001332705,21
ENSMUSE00000156356,24
ENSMUSE00001334449,3
ENSMUSE00001081342,21
ENSMUSE00000482374,16
ENSMUSE00000789808,4
ENSMUSE00000702181,8
ENSMUSE00000303026,8
ENSMUSE00000664428,0
ENSMUSE00001327469,5
ENSMUSE00001319942,163
