ID,count
ENSMUSE00000858910,0
ENSMUSE00000863980,0
ENSMUSE00000485541,9
ENSMUSE00001343189,0
ENSMUSE00001343686,0
ENSMUSE00001337180,0
ENSMUSE00001345667,0
ENSMUSE00001343966,0
ENSMUSE00001337496,0
ENSMUSE00000846843,0
ENSMUSE00001344134,2
ENSMUSE00001340315,0
ENSMUSE00001378580,13
ENSMUSE00001342598,1
ENSMUSE00001379779,1
ENSMUSE00001403780,1
ENSMUSE00001396015,1
ENSMUSE00001340813,0
ENSMUSE00000471383,0
ENSMUSE00001346369,0
ENSMUSE00001341878,0
ENSMUSE00000436360,0
ENSMUSE00001339744,0
ENSMUSE00001338503,0
ENSMUSE00001338470,0
ENSMUSE00000231976,0
ENSMUSE00001344451,0
ENSMUSE00001340102,1
ENSMUSE00001304409,35
ENSMUSE00001342057,3
ENSMUSE00000846510,0
ENSMUSE00001345430,7
ENSMUSE00000450421,243
ENSMUSE00001229301,243
ENSMUSE00000789568,227
ENSMUSE00001246843,179
ENSMUSE00001343760,17
ENSMUSE00001266256,95
ENSMUSE00000727986,40
ENSMUSE00000491965,4
ENSMUSE00001344247,0
ENSMUSE00000814493,4
ENSMUSE00001258222,6
ENSMUSE00001235188,4
ENSMUSE00001288384,4
ENSMUSE00001269943,4
ENSMUSE00000898244,0
ENSMUSE00001338399,0
ENSMUSE00000815609,0
ENSMUSE00001345632,0
ENSMUSE00001341829,0
ENSMUSE00000945922,0
ENSMUSE00001344175,0
ENSMUSE00000230695,0
ENSMUSE00001336803,0
ENSMUSE00001343562,16
ENSMUSE00000850919,7
ENSMUSE00000630867,0
ENSMUSE00001343653,0
ENSMUSE00001345117,10
ENSMUSE00001343905,0
ENSMUSE00001229435,0
ENSMUSE00001340227,1
ENSMUSE00001116424,76
ENSMUSE00001345075,42
ENSMUSE00001340075,42
ENSMUSE00001341418,10
ENSMUSE00001340185,0
ENSMUSE00000766828,32
ENSMUSE00000805330,32
ENSMUSE00001283395,5
ENSMUSE00000229712,17
ENSMUSE00001338148,0
ENSMUSE00000837222,0
ENSMUSE00001342882,0
ENSMUSE00001089168,0
ENSMUSE00001337805,0
ENSMUSE00000710157,1
ENSMUSE00000727604,0
ENSMUSE00001343882,0
ENSMUSE00000535591,0
ENSMUSE00001341429,0
ENSMUSE00001345729,0
ENSMUSE00000633382,0
ENSMUSE00001338516,0
ENSMUSE00001346128,0
ENSMUSE00000703062,4
ENSMUSE00000703061,3
ENSMUSE00001332771,0
ENSMUSE00000703041,37
ENSMUSE00000553770,34
ENSMUSE00000863091,2
ENSMUSE00000854215,7
ENSMUSE00000373485,197
ENSMUSE00000398161,0
ENSMUSE00000847426,0
ENSMUSE00001269731,280
ENSMUSE00001211290,175
ENSMUSE00001225956,111
ENSMUSE00001273290,272
ENSMUSE00000946085,20
ENSMUSE00001317570,0
ENSMUSE00000630817,0
ENSMUSE00000820108,0
ENSMUSE00001371120,3
ENSMUSE00001225112,3
ENSMUSE00000829416,1
ENSMUSE00001092805,0
ENSMUSE00000827356,214
ENSMUSE00001214903,134
ENSMUSE00001321600,190
ENSMUSE00001218429,156
ENSMUSE00001236438,152
ENSMUSE00001336116,27
ENSMUSE00001336901,0
ENSMUSE00000553482,1751
ENSMUSE00001321552,56
ENSMUSE00000809317,103
ENSMUSE00000752865,58
ENSMUSE00000827254,13
ENSMUSE00001343502,38
ENSMUSE00001321068,39
ENSMUSE00001319304,95
ENSMUSE00000411242,13
ENSMUSE00001341523,0
ENSMUSE00000802675,0
ENSMUSE00000711495,0
ENSMUSE00000970315,0
ENSMUSE00000780418,5
ENSMUSE00001346299,0
ENSMUSE00000664283,0
ENSMUSE00001319129,0
ENSMUSE00001343232,0
ENSMUSE00001320137,1
ENSMUSE00001318984,0
ENSMUSE00001330589,4
ENSMUSE00001327733,4
ENSMUSE00000837368,2
ENSMUSE00001329849,1
ENSMUSE00001344775,0
ENSMUSE00000702730,1
ENSMUSE00000458590,3162
ENSMUSE00000386648,3170
ENSMUSE00001326959,13
ENSMUSE00000832566,17
ENSMUSE00000740838,35
ENSMUSE00001341133,19
ENSMUSE00001221147,1262
ENSMUSE00001343194,26
ENSMUSE00001338285,4
ENSMUSE00001343404,22
ENSMUSE00000846292,7
ENSMUSE00001339750,101
ENSMUSE00001338642,47
ENSMUSE00001320670,3
ENSMUSE00001334220,225
ENSMUSE00001325639,33
ENSMUSE00000387757,103
ENSMUSE00000154319,436
ENSMUSE00000783451,66
ENSMUSE00001339140,18
ENSMUSE00000664333,0
ENSMUSE00001100838,0
ENSMUSE00001342318,0
ENSMUSE00001337866,0
ENSMUSE00001287047,3
ENSMUSE00000911018,3
ENSMUSE00000154295,3
ENSMUSE00000496745,3
ENSMUSE00000488844,2
ENSMUSE00001346020,0
ENSMUSE00001320993,0
ENSMUSE00000154271,0
ENSMUSE00001335633,0
ENSMUSE00001328462,0
ENSMUSE00001320360,0
ENSMUSE00000713895,0
ENSMUSE00000408164,2
ENSMUSE00000324435,2
ENSMUSE00000846669,0
ENSMUSE00000630745,2
ENSMUSE00000847339,0
ENSMUSE00001329503,0
ENSMUSE00000355111,1
ENSMUSE00000702624,1
ENSMUSE00001163295,1
ENSMUSE00000604450,245
ENSMUSE00000783152,71
ENSMUSE00000398568,244
ENSMUSE00000844926,131
ENSMUSE00001232834,218
ENSMUSE00000839769,156
ENSMUSE00001337908,0
ENSMUSE00001343131,22
ENSMUSE00000861900,22
ENSMUSE00001241858,22
ENSMUSE00000848769,20
ENSMUSE00001246673,3
ENSMUSE00001243063,10
ENSMUSE00001304878,581
ENSMUSE00001297894,176
ENSMUSE00001300189,516
ENSMUSE00000757375,393
ENSMUSE00001330550,205
ENSMUSE00000702579,191
ENSMUSE00000340801,67
ENSMUSE00001320713,146
ENSMUSE00001323302,145
ENSMUSE00000702580,130
ENSMUSE00001335296,130
ENSMUSE00001325368,0
ENSMUSE00001330344,0
ENSMUSE00000491850,22
ENSMUSE00001328582,1
ENSMUSE00000383734,3
ENSMUSE00001328947,0
ENSMUSE00001324699,52
ENSMUSE00001331927,0
ENSMUSE00001318813,0
ENSMUSE00000816973,2
ENSMUSE00000819647,1
ENSMUSE00000769172,0
ENSMUSE00001326214,0
ENSMUSE00001334241,0
ENSMUSE00001382966,1
ENSMUSE00001384865,0
ENSMUSE00001326225,0
ENSMUSE00001323316,1
ENSMUSE00001320105,1
ENSMUSE00000821169,0
ENSMUSE00000904993,0
ENSMUSE00001207630,0
ENSMUSE00000774882,2
ENSMUSE00000630718,0
ENSMUSE00000552542,16
ENSMUSE00000720131,16
ENSMUSE00001335733,16
ENSMUSE00000847310,0
ENSMUSE00000870991,2
ENSMUSE00000866580,2
ENSMUSE00001331570,0
ENSMUSE00000722600,0
ENSMUSE00000630649,8
ENSMUSE00001341169,0
ENSMUSE00000729307,0
ENSMUSE00001321074,0
ENSMUSE00000582671,0
ENSMUSE00001295109,0
ENSMUSE00000552318,1
ENSMUSE00001335576,1
ENSMUSE00000308433,2
ENSMUSE00001325121,1
ENSMUSE00001322025,740
ENSMUSE00000355532,740
ENSMUSE00001318617,48
ENSMUSE00001318983,106
ENSMUSE00001331822,81
ENSMUSE00000847368,0
ENSMUSE00001112487,1
ENSMUSE00000664279,0
ENSMUSE00000350093,133
ENSMUSE00001321555,48
ENSMUSE00001330813,6
ENSMUSE00000630638,0
ENSMUSE00000154316,0
ENSMUSE00000977905,0
ENSMUSE00000464249,8428
ENSMUSE00001256878,8428
ENSMUSE00001345689,13
ENSMUSE00001244113,8141
ENSMUSE00000716105,38
ENSMUSE00001297040,4261
ENSMUSE00001345361,29
ENSMUSE00001326316,0
ENSMUSE00000551967,6
ENSMUSE00000630608,0
ENSMUSE00001333544,2
ENSMUSE00000552004,4
ENSMUSE00000304588,3
ENSMUSE00001322006,0
ENSMUSE00001324369,2
ENSMUSE00000494133,0
ENSMUSE00001336944,0
ENSMUSE00001337773,0
ENSMUSE00001333376,0
ENSMUSE00000702281,5
ENSMUSE00001322127,4
ENSMUSE00001329918,4
ENSMUSE00001333872,0
ENSMUSE00000836051,237
ENSMUSE00000351902,275
ENSMUSE00000824133,18
ENSMUSE00001310609,224
ENSMUSE00001309695,84
ENSMUSE00001220650,143
ENSMUSE00001290400,8
ENSMUSE00001233074,2
ENSMUSE00001331053,3
ENSMUSE00001332705,12
ENSMUSE00000156356,14
ENSMUSE00001334449,4
ENSMUSE00001081342,10
ENSMUSE00000482374,6
ENSMUSE00000789808,5
ENSMUSE00000702181,7
ENSMUSE00000303026,7
ENSMUSE00000664428,0
ENSMUSE00001327469,4
ENSMUSE00001319942,45
