ID,count
ENSMUSE00000858910,0
ENSMUSE00000863980,0
ENSMUSE00000485541,23
ENSMUSE00001343189,0
ENSMUSE00001343686,0
ENSMUSE00001337180,0
ENSMUSE00001345667,0
ENSMUSE00001343966,0
ENSMUSE00001337496,0
ENSMUSE00000846843,0
ENSMUSE00001344134,4
ENSMUSE00001340315,0
ENSMUSE00001378580,23
ENSMUSE00001342598,1
ENSMUSE00001379779,9
ENSMUSE00001403780,9
ENSMUSE00001396015,0
ENSMUSE00001340813,0
ENSMUSE00000471383,1
ENSMUSE00001346369,1
ENSMUSE00001341878,1
ENSMUSE00000436360,1
ENSMUSE00001339744,1
ENSMUSE00001338503,1
ENSMUSE00001338470,1
ENSMUSE00000231976,1
ENSMUSE00001344451,0
ENSMUSE00001340102,0
ENSMUSE00001304409,52
ENSMUSE00001342057,8
ENSMUSE00000846510,3
ENSMUSE00001345430,9
ENSMUSE00000450421,499
ENSMUSE00001229301,499
ENSMUSE00000789568,458
ENSMUSE00001246843,392
ENSMUSE00001343760,45
ENSMUSE00001266256,220
ENSMUSE00000727986,82
ENSMUSE00000491965,6
ENSMUSE00001344247,0
ENSMUSE00000814493,9
ENSMUSE00001258222,13
ENSMUSE00001235188,9
ENSMUSE00001288384,9
ENSMUSE00001269943,9
ENSMUSE00000898244,0
ENSMUSE00001338399,1
ENSMUSE00000815609,1
ENSMUSE00001345632,0
ENSMUSE00001341829,0
ENSMUSE00000945922,0
ENSMUSE00001344175,0
ENSMUSE00000230695,0
ENSMUSE00001336803,0
ENSMUSE00001343562,42
ENSMUSE00000850919,17
ENSMUSE00000630867,0
ENSMUSE00001343653,1
ENSMUSE00001345117,28
ENSMUSE00001343905,0
ENSMUSE00001229435,0
ENSMUSE00001340227,0
ENSMUSE00001116424,214
ENSMUSE00001345075,107
ENSMUSE00001340075,107
ENSMUSE00001341418,15
ENSMUSE00001340185,0
ENSMUSE00000766828,80
ENSMUSE00000805330,80
ENSMUSE00001283395,11
ENSMUSE00000229712,46
ENSMUSE00001338148,0
ENSMUSE00000837222,0
ENSMUSE00001342882,0
ENSMUSE00001089168,0
ENSMUSE00001337805,0
ENSMUSE00000710157,3
ENSMUSE00000727604,0
ENSMUSE00001343882,0
ENSMUSE00000535591,0
ENSMUSE00001341429,0
ENSMUSE00001345729,0
ENSMUSE00000633382,3
ENSMUSE00001338516,0
ENSMUSE00001346128,0
ENSMUSE00000703062,6
ENSMUSE00000703061,6
ENSMUSE00001332771,0
ENSMUSE00000703041,103
ENSMUSE00000553770,94
ENSMUSE00000863091,6
ENSMUSE00000854215,14
ENSMUSE00000373485,433
ENSMUSE00000398161,3
ENSMUSE00000847426,0
ENSMUSE00001269731,487
ENSMUSE00001211290,304
ENSMUSE00001225956,205
ENSMUSE00001273290,476
ENSMUSE00000946085,41
ENSMUSE00001317570,0
ENSMUSE00000630817,0
ENSMUSE00000820108,1
ENSMUSE00001371120,3
ENSMUSE00001225112,3
ENSMUSE00000829416,0
ENSMUSE00001092805,0
ENSMUSE00000827356,435
ENSMUSE00001214903,297
ENSMUSE00001321600,372
ENSMUSE00001218429,300
ENSMUSE00001236438,291
ENSMUSE00001336116,40
ENSMUSE00001336901,0
ENSMUSE00000553482,3979
ENSMUSE00001321552,121
ENSMUSE00000809317,247
ENSMUSE00000752865,167
ENSMUSE00000827254,33
ENSMUSE00001343502,86
ENSMUSE00001321068,63
ENSMUSE00001319304,170
ENSMUSE00000411242,17
ENSMUSE00001341523,0
ENSMUSE00000802675,0
ENSMUSE00000711495,0
ENSMUSE00000970315,0
ENSMUSE00000780418,6
ENSMUSE00001346299,0
ENSMUSE00000664283,0
ENSMUSE00001319129,0
ENSMUSE00001343232,0
ENSMUSE00001320137,0
ENSMUSE00001318984,0
ENSMUSE00001330589,12
ENSMUSE00001327733,12
ENSMUSE00000837368,5
ENSMUSE00001329849,2
ENSMUSE00001344775,0
ENSMUSE00000702730,0
ENSMUSE00000458590,7650
ENSMUSE00000386648,7689
ENSMUSE00001326959,34
ENSMUSE00000832566,57
ENSMUSE00000740838,94
ENSMUSE00001341133,53
ENSMUSE00001221147,3023
ENSMUSE00001343194,51
ENSMUSE00001338285,22
ENSMUSE00001343404,55
ENSMUSE00000846292,8
ENSMUSE00001339750,229
ENSMUSE00001338642,104
ENSMUSE00001320670,0
ENSMUSE00001334220,588
ENSMUSE00001325639,67
ENSMUSE00000387757,288
ENSMUSE00000154319,893
ENSMUSE00000783451,170
ENSMUSE00001339140,41
ENSMUSE00000664333,0
ENSMUSE00001100838,0
ENSMUSE00001342318,0
ENSMUSE00001337866,0
ENSMUSE00001287047,6
ENSMUSE00000911018,6
ENSMUSE00000154295,6
ENSMUSE00000496745,6
ENSMUSE00000488844,0
ENSMUSE00001346020,0
ENSMUSE00001320993,0
ENSMUSE00000154271,0
ENSMUSE00001335633,0
ENSMUSE00001328462,0
ENSMUSE00001320360,0
ENSMUSE00000713895,5
ENSMUSE00000408164,20
ENSMUSE00000324435,19
ENSMUSE00000846669,0
ENSMUSE00000630745,4
ENSMUSE00000847339,0
ENSMUSE00001329503,1
ENSMUSE00000355111,6
ENSMUSE00000702624,2
ENSMUSE00001163295,4
ENSMUSE00000604450,510
ENSMUSE00000783152,149
ENSMUSE00000398568,509
ENSMUSE00000844926,247
ENSMUSE00001232834,428
ENSMUSE00000839769,338
ENSMUSE00001337908,0
ENSMUSE00001343131,87
ENSMUSE00000861900,87
ENSMUSE00001241858,87
ENSMUSE00000848769,76
ENSMUSE00001246673,10
ENSMUSE00001243063,46
ENSMUSE00001304878,1362
ENSMUSE00001297894,444
ENSMUSE00001300189,1180
ENSMUSE00000757375,871
ENSMUSE00001330550,542
ENSMUSE00000702579,510
ENSMUSE00000340801,160
ENSMUSE00001320713,385
ENSMUSE00001323302,381
ENSMUSE00000702580,355
ENSMUSE00001335296,355
ENSMUSE00001325368,1
ENSMUSE00001330344,0
ENSMUSE00000491850,23
ENSMUSE00001328582,1
ENSMUSE00000383734,3
ENSMUSE00001328947,0
ENSMUSE00001324699,73
ENSMUSE00001331927,0
ENSMUSE00001318813,0
ENSMUSE00000816973,2
ENSMUSE00000819647,1
ENSMUSE00000769172,0
ENSMUSE00001326214,4
ENSMUSE00001334241,0
ENSMUSE00001382966,1
ENSMUSE00001384865,1
ENSMUSE00001326225,0
ENSMUSE00001323316,0
ENSMUSE00001320105,0
ENSMUSE00000821169,1
ENSMUSE00000904993,1
ENSMUSE00001207630,1
ENSMUSE00000774882,0
ENSMUSE00000630718,0
ENSMUSE00000552542,28
ENSMUSE00000720131,28
ENSMUSE00001335733,28
ENSMUSE00000847310,0
ENSMUSE00000870991,0
ENSMUSE00000866580,4
ENSMUSE00001331570,0
ENSMUSE00000722600,0
ENSMUSE00000630649,37
ENSMUSE00001341169,0
ENSMUSE00000729307,3
ENSMUSE00001321074,1
ENSMUSE00000582671,0
ENSMUSE00001295109,0
ENSMUSE00000552318,0
ENSMUSE00001335576,0
ENSMUSE00000308433,4
ENSMUSE00001325121,3
ENSMUSE00001322025,1633
ENSMUSE00000355532,1633
ENSMUSE00001318617,93
ENSMUSE00001318983,219
ENSMUSE00001331822,163
ENSMUSE00000847368,0
ENSMUSE00001112487,1
ENSMUSE00000664279,0
ENSMUSE00000350093,394
ENSMUSE00001321555,160
ENSMUSE00001330813,9
ENSMUSE00000630638,3
ENSMUSE00000154316,3
ENSMUSE00000977905,0
ENSMUSE00000464249,21860
ENSMUSE00001256878,21862
ENSMUSE00001345689,41
ENSMUSE00001244113,21123
ENSMUSE00000716105,63
ENSMUSE00001297040,11182
ENSMUSE00001345361,100
ENSMUSE00001326316,0
ENSMUSE00000551967,22
ENSMUSE00000630608,0
ENSMUSE00001333544,7
ENSMUSE00000552004,15
ENSMUSE00000304588,12
ENSMUSE00001322006,0
ENSMUSE00001324369,6
ENSMUSE00000494133,0
ENSMUSE00001336944,0
ENSMUSE00001337773,0
ENSMUSE00001333376,0
ENSMUSE00000702281,28
ENSMUSE00001322127,22
ENSMUSE00001329918,26
ENSMUSE00001333872,0
ENSMUSE00000836051,563
ENSMUSE00000351902,680
ENSMUSE00000824133,35
ENSMUSE00001310609,534
ENSMUSE00001309695,224
ENSMUSE00001220650,382
ENSMUSE00001290400,29
ENSMUSE00001233074,11
ENSMUSE00001331053,6
ENSMUSE00001332705,30
ENSMUSE00000156356,33
ENSMUSE00001334449,9
ENSMUSE00001081342,24
ENSMUSE00000482374,14
ENSMUSE00000789808,9
ENSMUSE00000702181,11
ENSMUSE00000303026,11
ENSMUSE00000664428,0
ENSMUSE00001327469,3
ENSMUSE00001319942,141
