ID,count
ENSMUSE00000858910,0
ENSMUSE00000863980,0
ENSMUSE00000485541,19
ENSMUSE00001343189,0
ENSMUSE00001343686,0
ENSMUSE00001337180,0
ENSMUSE00001345667,0
ENSMUSE00001343966,0
ENSMUSE00001337496,0
ENSMUSE00000846843,0
ENSMUSE00001344134,1
ENSMUSE00001340315,0
ENSMUSE00001378580,31
ENSMUSE00001342598,6
ENSMUSE00001379779,6
ENSMUSE00001403780,6
ENSMUSE00001396015,0
ENSMUSE00001340813,0
ENSMUSE00000471383,0
ENSMUSE00001346369,0
ENSMUSE00001341878,0
ENSMUSE00000436360,0
ENSMUSE00001339744,0
ENSMUSE00001338503,0
ENSMUSE00001338470,0
ENSMUSE00000231976,0
ENSMUSE00001344451,0
ENSMUSE00001340102,1
ENSMUSE00001304409,54
ENSMUSE00001342057,7
ENSMUSE00000846510,1
ENSMUSE00001345430,2
ENSMUSE00000450421,308
ENSMUSE00001229301,308
ENSMUSE00000789568,285
ENSMUSE00001246843,247
ENSMUSE00001343760,27
ENSMUSE00001266256,146
ENSMUSE00000727986,56
ENSMUSE00000491965,14
ENSMUSE00001344247,0
ENSMUSE00000814493,6
ENSMUSE00001258222,13
ENSMUSE00001235188,6
ENSMUSE00001288384,6
ENSMUSE00001269943,5
ENSMUSE00000898244,0
ENSMUSE00001338399,0
ENSMUSE00000815609,2
ENSMUSE00001345632,0
ENSMUSE00001341829,0
ENSMUSE00000945922,0
ENSMUSE00001344175,0
ENSMUSE00000230695,0
ENSMUSE00001336803,0
ENSMUSE00001343562,108
ENSMUSE00000850919,35
ENSMUSE00000630867,0
ENSMUSE00001343653,0
ENSMUSE00001345117,34
ENSMUSE00001343905,0
ENSMUSE00001229435,0
ENSMUSE00001340227,0
ENSMUSE00001116424,130
ENSMUSE00001345075,65
ENSMUSE00001340075,65
ENSMUSE00001341418,10
ENSMUSE00001340185,0
ENSMUSE00000766828,69
ENSMUSE00000805330,69
ENSMUSE00001283395,6
ENSMUSE00000229712,42
ENSMUSE00001338148,0
ENSMUSE00000837222,2
ENSMUSE00001342882,0
ENSMUSE00001089168,0
ENSMUSE00001337805,0
ENSMUSE00000710157,6
ENSMUSE00000727604,0
ENSMUSE00001343882,0
ENSMUSE00000535591,2
ENSMUSE00001341429,0
ENSMUSE00001345729,0
ENSMUSE00000633382,0
ENSMUSE00001338516,0
ENSMUSE00001346128,0
ENSMUSE00000703062,11
ENSMUSE00000703061,11
ENSMUSE00001332771,0
ENSMUSE00000703041,315
ENSMUSE00000553770,281
ENSMUSE00000863091,20
ENSMUSE00000854215,62
ENSMUSE00000373485,1055
ENSMUSE00000398161,2
ENSMUSE00000847426,0
ENSMUSE00001269731,251
ENSMUSE00001211290,160
ENSMUSE00001225956,109
ENSMUSE00001273290,245
ENSMUSE00000946085,24
ENSMUSE00001317570,1
ENSMUSE00000630817,0
ENSMUSE00000820108,5
ENSMUSE00001371120,11
ENSMUSE00001225112,11
ENSMUSE00000829416,5
ENSMUSE00001092805,1
ENSMUSE00000827356,453
ENSMUSE00001214903,314
ENSMUSE00001321600,391
ENSMUSE00001218429,309
ENSMUSE00001236438,304
ENSMUSE00001336116,40
ENSMUSE00001336901,0
ENSMUSE00000553482,6180
ENSMUSE00001321552,169
ENSMUSE00000809317,376
ENSMUSE00000752865,236
ENSMUSE00000827254,34
ENSMUSE00001343502,128
ENSMUSE00001321068,62
ENSMUSE00001319304,231
ENSMUSE00000411242,21
ENSMUSE00001341523,1
ENSMUSE00000802675,0
ENSMUSE00000711495,0
ENSMUSE00000970315,0
ENSMUSE00000780418,3
ENSMUSE00001346299,0
ENSMUSE00000664283,0
ENSMUSE00001319129,0
ENSMUSE00001343232,0
ENSMUSE00001320137,0
ENSMUSE00001318984,0
ENSMUSE00001330589,44
ENSMUSE00001327733,44
ENSMUSE00000837368,21
ENSMUSE00001329849,5
ENSMUSE00001344775,0
ENSMUSE00000702730,4
ENSMUSE00000458590,13155
ENSMUSE00000386648,13189
ENSMUSE00001326959,48
ENSMUSE00000832566,62
ENSMUSE00000740838,92
ENSMUSE00001341133,74
ENSMUSE00001221147,5300
ENSMUSE00001343194,81
ENSMUSE00001338285,23
ENSMUSE00001343404,105
ENSMUSE00000846292,16
ENSMUSE00001339750,439
ENSMUSE00001338642,198
ENSMUSE00001320670,1
ENSMUSE00001334220,1067
ENSMUSE00001325639,139
ENSMUSE00000387757,570
ENSMUSE00000154319,1022
ENSMUSE00000783451,189
ENSMUSE00001339140,48
ENSMUSE00000664333,0
ENSMUSE00001100838,1
ENSMUSE00001342318,0
ENSMUSE00001337866,0
ENSMUSE00001287047,4
ENSMUSE00000911018,4
ENSMUSE00000154295,4
ENSMUSE00000496745,4
ENSMUSE00000488844,1
ENSMUSE00001346020,0
ENSMUSE00001320993,0
ENSMUSE00000154271,0
ENSMUSE00001335633,0
ENSMUSE00001328462,0
ENSMUSE00001320360,0
ENSMUSE00000713895,2
ENSMUSE00000408164,110
ENSMUSE00000324435,107
ENSMUSE00000846669,0
ENSMUSE00000630745,14
ENSMUSE00000847339,0
ENSMUSE00001329503,0
ENSMUSE00000355111,15
ENSMUSE00000702624,4
ENSMUSE00001163295,10
ENSMUSE00000604450,324
ENSMUSE00000783152,87
ENSMUSE00000398568,324
ENSMUSE00000844926,176
ENSMUSE00001232834,285
ENSMUSE00000839769,220
ENSMUSE00001337908,0
ENSMUSE00001343131,229
ENSMUSE00000861900,229
ENSMUSE00001241858,229
ENSMUSE00000848769,204
ENSMUSE00001246673,15
ENSMUSE00001243063,153
ENSMUSE00001304878,2261
ENSMUSE00001297894,746
ENSMUSE00001300189,1965
ENSMUSE00000757375,1432
ENSMUSE00001330550,572
ENSMUSE00000702579,540
ENSMUSE00000340801,152
ENSMUSE00001320713,420
ENSMUSE00001323302,415
ENSMUSE00000702580,386
ENSMUSE00001335296,386
ENSMUSE00001325368,0
ENSMUSE00001330344,0
ENSMUSE00000491850,24
ENSMUSE00001328582,1
ENSMUSE00000383734,5
ENSMUSE00001328947,0
ENSMUSE00001324699,109
ENSMUSE00001331927,0
ENSMUSE00001318813,0
ENSMUSE00000816973,2
ENSMUSE00000819647,1
ENSMUSE00000769172,0
ENSMUSE00001326214,1
ENSMUSE00001334241,0
ENSMUSE00001382966,0
ENSMUSE00001384865,0
ENSMUSE00001326225,0
ENSMUSE00001323316,0
ENSMUSE00001320105,0
ENSMUSE00000821169,0
ENSMUSE00000904993,0
ENSMUSE00001207630,0
ENSMUSE00000774882,1
ENSMUSE00000630718,0
ENSMUSE00000552542,32
ENSMUSE00000720131,32
ENSMUSE00001335733,32
ENSMUSE00000847310,0
ENSMUSE00000870991,1
ENSMUSE00000866580,6
ENSMUSE00001331570,0
ENSMUSE00000722600,0
ENSMUSE00000630649,34
ENSMUSE00001341169,0
ENSMUSE00000729307,5
ENSMUSE00001321074,0
ENSMUSE00000582671,0
ENSMUSE00001295109,1
ENSMUSE00000552318,15
ENSMUSE00001335576,4
ENSMUSE00000308433,29
ENSMUSE00001325121,6
ENSMUSE00001322025,1543
ENSMUSE00000355532,1543
ENSMUSE00001318617,117
ENSMUSE00001318983,221
ENSMUSE00001331822,159
ENSMUSE00000847368,0
ENSMUSE00001112487,0
ENSMUSE00000664279,0
ENSMUSE00000350093,665
ENSMUSE00001321555,253
ENSMUSE00001330813,43
ENSMUSE00000630638,0
ENSMUSE00000154316,0
ENSMUSE00000977905,1
ENSMUSE00000464249,25479
ENSMUSE00001256878,25479
ENSMUSE00001345689,31
ENSMUSE00001244113,24880
ENSMUSE00000716105,42
ENSMUSE00001297040,12924
ENSMUSE00001345361,141
ENSMUSE00001326316,0
ENSMUSE00000551967,38
ENSMUSE00000630608,0
ENSMUSE00001333544,4
ENSMUSE00000552004,34
ENSMUSE00000304588,34
ENSMUSE00001322006,0
ENSMUSE00001324369,0
ENSMUSE00000494133,0
ENSMUSE00001336944,0
ENSMUSE00001337773,0
ENSMUSE00001333376,0
ENSMUSE00000702281,65
ENSMUSE00001322127,47
ENSMUSE00001329918,56
ENSMUSE00001333872,2
ENSMUSE00000836051,1254
ENSMUSE00000351902,1498
ENSMUSE00000824133,53
ENSMUSE00001310609,1199
ENSMUSE00001309695,485
ENSMUSE00001220650,842
ENSMUSE00001290400,37
ENSMUSE00001233074,16
ENSMUSE00001331053,7
ENSMUSE00001332705,49
ENSMUSE00000156356,55
ENSMUSE00001334449,13
ENSMUSE00001081342,46
ENSMUSE00000482374,24
ENSMUSE00000789808,6
ENSMUSE00000702181,10
ENSMUSE00000303026,10
ENSMUSE00000664428,0
ENSMUSE00001327469,3
ENSMUSE00001319942,137
