ID,count
ENSMUSE00001343744,0
ENSMUSE00000522066,0
ENSMUSE00001339323,0
ENSMUSE00000869502,1
ENSMUSE00001343235,2
ENSMUSE00001341983,0
ENSMUSE00001342074,0
ENSMUSE00001345089,0
ENSMUSE00001336948,0
ENSMUSE00001341225,4
ENSMUSE00001004195,0
ENSMUSE00001345236,0
ENSMUSE00001345397,13
ENSMUSE00000837314,345
ENSMUSE00001255376,339
ENSMUSE00000730558,869
ENSMUSE00001230529,257
ENSMUSE00000777602,61
ENSMUSE00000703287,712
ENSMUSE00001206040,708
ENSMUSE00000747600,0
ENSMUSE00000912814,0
ENSMUSE00001338479,603
ENSMUSE00000385288,600
ENSMUSE00001342184,484
ENSMUSE00000230808,100
ENSMUSE00001341886,25
ENSMUSE00001345433,128
ENSMUSE00001341804,0
ENSMUSE00001342914,0
ENSMUSE00001343112,0
ENSMUSE00000154063,2
ENSMUSE00000554252,2
ENSMUSE00000863532,2
ENSMUSE00000863721,124
ENSMUSE00000230531,526
ENSMUSE00000997941,202
ENSMUSE00000154068,401
ENSMUSE00000848395,84
ENSMUSE00001276978,230
ENSMUSE00000858689,23
ENSMUSE00000850861,152
ENSMUSE00000854166,21
ENSMUSE00001254227,23
ENSMUSE00001243306,85
ENSMUSE00001310124,47
ENSMUSE00001246930,31
ENSMUSE00001054859,0
ENSMUSE00001344827,0
ENSMUSE00000824119,353
ENSMUSE00000794948,353
ENSMUSE00000630855,28
ENSMUSE00000630853,28
ENSMUSE00000796004,4
ENSMUSE00000746001,4
ENSMUSE00000775067,2
ENSMUSE00000730905,0
ENSMUSE00001339893,1
ENSMUSE00001339810,7
ENSMUSE00001337469,0
ENSMUSE00001337169,0
ENSMUSE00001341158,0
ENSMUSE00001343950,1
ENSMUSE00000630850,392
ENSMUSE00001298878,360
ENSMUSE00001253077,338
ENSMUSE00001289349,379
ENSMUSE00001273110,142
ENSMUSE00001339503,39
ENSMUSE00001237796,60
ENSMUSE00001304350,56
ENSMUSE00000501172,26
ENSMUSE00000664209,0
ENSMUSE00001344861,0
ENSMUSE00001345188,0
ENSMUSE00001344143,0
ENSMUSE00001346220,0
ENSMUSE00001338294,6
ENSMUSE00001339509,0
ENSMUSE00001341492,5
ENSMUSE00000660495,5
ENSMUSE00001337974,0
ENSMUSE00001340748,0
ENSMUSE00001344273,2
ENSMUSE00000522850,0
ENSMUSE00000463933,65
ENSMUSE00000754750,155
ENSMUSE00001146417,155
ENSMUSE00001238822,62
ENSMUSE00000713089,53
ENSMUSE00000553798,1
ENSMUSE00001104564,9
ENSMUSE00001144804,9
ENSMUSE00001175967,2
ENSMUSE00001320401,257
ENSMUSE00000553717,257
ENSMUSE00001332231,13
ENSMUSE00001317996,91
ENSMUSE00001323164,41
ENSMUSE00001328436,29
ENSMUSE00000441750,6
ENSMUSE00000403774,6
ENSMUSE00001272844,0
ENSMUSE00001338319,0
ENSMUSE00000793282,0
ENSMUSE00001330861,13
ENSMUSE00001328527,58
ENSMUSE00001308033,1202
ENSMUSE00000813321,204
ENSMUSE00001290187,162
ENSMUSE00001291361,130
ENSMUSE00001255443,1152
ENSMUSE00001375985,162
ENSMUSE00001329916,105
ENSMUSE00001335581,183
ENSMUSE00001296903,127
ENSMUSE00001264927,212
ENSMUSE00001232269,21
ENSMUSE00001319119,135
ENSMUSE00001320539,46
ENSMUSE00000437961,308
ENSMUSE00000842702,29
ENSMUSE00000785480,22
ENSMUSE00001214644,29
ENSMUSE00000757737,19
ENSMUSE00000846663,0
ENSMUSE00000714198,0
ENSMUSE00001328030,0
ENSMUSE00001332127,1
ENSMUSE00000847095,0
ENSMUSE00000604640,12
ENSMUSE00001323408,0
ENSMUSE00001327265,1
ENSMUSE00001329717,0
ENSMUSE00001322541,6
ENSMUSE00000317484,6
ENSMUSE00001319596,0
ENSMUSE00001323222,0
ENSMUSE00000728032,37
ENSMUSE00001265206,0
ENSMUSE00001321665,37
ENSMUSE00001338877,0
ENSMUSE00001324278,1
ENSMUSE00001318393,1
ENSMUSE00001339941,0
ENSMUSE00001323765,1
ENSMUSE00001002979,0
ENSMUSE00001315176,0
ENSMUSE00001117731,1
ENSMUSE00001310078,0
ENSMUSE00001114091,1
ENSMUSE00001332287,6
ENSMUSE00000360632,6
ENSMUSE00000412216,6
ENSMUSE00001331115,0
ENSMUSE00000630782,0
ENSMUSE00000576165,0
ENSMUSE00001331416,0
ENSMUSE00001317776,0
ENSMUSE00001331848,11
ENSMUSE00000553058,1
ENSMUSE00000847868,0
ENSMUSE00000966774,0
ENSMUSE00001325743,0
ENSMUSE00000458133,0
ENSMUSE00001343997,0
ENSMUSE00000712472,58
ENSMUSE00000959346,10
ENSMUSE00000901644,10
ENSMUSE00001338186,0
ENSMUSE00001338750,0
ENSMUSE00000664342,0
ENSMUSE00001323159,0
ENSMUSE00001335144,744
ENSMUSE00001328383,367
ENSMUSE00000323790,737
ENSMUSE00001332309,346
ENSMUSE00001339118,17
ENSMUSE00000847453,0
ENSMUSE00001333874,0
ENSMUSE00000333451,250
ENSMUSE00000752331,19
ENSMUSE00001330863,0
ENSMUSE00000851730,1
ENSMUSE00000856646,0
ENSMUSE00001344677,0
ENSMUSE00001129360,1
ENSMUSE00000955715,213
ENSMUSE00000949710,191
ENSMUSE00000962983,213
ENSMUSE00000956845,10
ENSMUSE00001323570,0
ENSMUSE00000153123,18
ENSMUSE00000153122,18
ENSMUSE00001321406,14
ENSMUSE00001342986,0
ENSMUSE00001335933,0
ENSMUSE00000744355,0
ENSMUSE00000153118,0
ENSMUSE00001320519,0
ENSMUSE00001333532,0
ENSMUSE00001322417,0
ENSMUSE00001326895,1
ENSMUSE00000848044,0
ENSMUSE00000552637,1
ENSMUSE00000853181,1
ENSMUSE00000343325,1
ENSMUSE00001319771,2
ENSMUSE00001331993,3
ENSMUSE00001335677,0
ENSMUSE00001322495,0
ENSMUSE00001320153,0
ENSMUSE00000320302,5
ENSMUSE00000739065,3
ENSMUSE00000335163,0
ENSMUSE00000456367,0
ENSMUSE00001328637,0
ENSMUSE00001335930,0
ENSMUSE00001329976,0
ENSMUSE00001330333,104
ENSMUSE00001345365,1
ENSMUSE00001332535,0
ENSMUSE00001431675,0
ENSMUSE00000522784,0
ENSMUSE00001333839,0
ENSMUSE00000522705,0
ENSMUSE00000154269,0
ENSMUSE00001327913,0
ENSMUSE00001322052,0
ENSMUSE00000702429,61
ENSMUSE00000359134,20
ENSMUSE00001324966,0
ENSMUSE00000866389,0
ENSMUSE00000307757,2
ENSMUSE00001322050,3
ENSMUSE00001335804,2
ENSMUSE00000869172,10
ENSMUSE00000154283,10
ENSMUSE00001337510,0
ENSMUSE00000783693,6
ENSMUSE00001250100,6
ENSMUSE00001323225,6
ENSMUSE00001335002,0
ENSMUSE00001057894,1
ENSMUSE00000552033,0
ENSMUSE00000801083,0
ENSMUSE00001043125,0
ENSMUSE00000604341,0
ENSMUSE00000777650,0
ENSMUSE00001080066,0
ENSMUSE00000812190,0
ENSMUSE00000746613,0
ENSMUSE00001159547,2
ENSMUSE00001335324,0
ENSMUSE00001166640,0
ENSMUSE00000848063,0
ENSMUSE00000522630,0
ENSMUSE00001299960,0
ENSMUSE00000522792,0
ENSMUSE00001325996,0
ENSMUSE00001141295,0
ENSMUSE00001329771,0
ENSMUSE00000843988,2
ENSMUSE00000828983,4
ENSMUSE00000415509,2
ENSMUSE00001341802,0
ENSMUSE00001339614,0
ENSMUSE00001341604,0
ENSMUSE00001106756,0
ENSMUSE00000779838,0
ENSMUSE00000630577,0
ENSMUSE00000771935,0
ENSMUSE00000824430,0
ENSMUSE00000438739,582
ENSMUSE00001332512,338
ENSMUSE00000604180,586
ENSMUSE00001328337,126
ENSMUSE00000604170,116
ENSMUSE00001325958,0
ENSMUSE00000718074,0
ENSMUSE00000722672,0
ENSMUSE00001343258,0
ENSMUSE00001327480,0
ENSMUSE00000846621,0
ENSMUSE00001335968,0
ENSMUSE00001318485,22
ENSMUSE00001346211,0
ENSMUSE00000515713,0
ENSMUSE00001322232,0
ENSMUSE00000707877,0
ENSMUSE00001317458,0
ENSMUSE00001328586,0
ENSMUSE00001073847,0
ENSMUSE00001331888,17
ENSMUSE00001334083,0
ENSMUSE00001324309,0
ENSMUSE00001335396,0
ENSMUSE00000357611,0
ENSMUSE00001319148,0
ENSMUSE00000155452,1
ENSMUSE00001335421,0
ENSMUSE00001320447,0
ENSMUSE00000974500,2
ENSMUSE00001324636,0
ENSMUSE00000604018,11
ENSMUSE00000710475,0
ENSMUSE00001330080,16
ENSMUSE00001327350,1
ENSMUSE00000314986,4
ENSMUSE00001321831,6
ENSMUSE00001343665,0
ENSMUSE00001345284,0
ENSMUSE00001340606,0
ENSMUSE00001339568,0
ENSMUSE00001340659,0
ENSMUSE00000847905,0
ENSMUSE00001337817,2
ENSMUSE00001336080,9
ENSMUSE00000847260,0
ENSMUSE00001324065,0
ENSMUSE00000522448,0
ENSMUSE00001321351,4
ENSMUSE00000522485,0
ENSMUSE00001331817,0
ENSMUSE00001331516,0
ENSMUSE00001341333,7
ENSMUSE00001344311,7
ENSMUSE00000838203,49
ENSMUSE00000314015,164
ENSMUSE00001291302,40
ENSMUSE00001259247,11
ENSMUSE00000797594,19
ENSMUSE00001341229,0
ENSMUSE00001209361,83
ENSMUSE00001339858,1
ENSMUSE00001370886,36
ENSMUSE00001372034,66
ENSMUSE00001254967,34
ENSMUSE00001343440,0
ENSMUSE00001337074,7
ENSMUSE00001355270,0
ENSMUSE00001240522,4
ENSMUSE00001373845,34
ENSMUSE00001229339,1
ENSMUSE00001321242,2
ENSMUSE00001371641,7
ENSMUSE00001374678,8
ENSMUSE00001318670,0
ENSMUSE00001375945,2
ENSMUSE00001375622,2
ENSMUSE00001337147,1
ENSMUSE00001326203,0
ENSMUSE00000701649,291
ENSMUSE00001329092,62
ENSMUSE00001341456,152
ENSMUSE00001211447,129
