ID,count
ENSMUSE00001343744,0
ENSMUSE00000522066,0
ENSMUSE00001339323,0
ENSMUSE00000869502,1
ENSMUSE00001343235,0
ENSMUSE00001341983,0
ENSMUSE00001342074,0
ENSMUSE00001345089,0
ENSMUSE00001336948,0
ENSMUSE00001341225,6
ENSMUSE00001004195,0
ENSMUSE00001345236,0
ENSMUSE00001345397,11
ENSMUSE00000837314,221
ENSMUSE00001255376,213
ENSMUSE00000730558,696
ENSMUSE00001230529,164
ENSMUSE00000777602,51
ENSMUSE00000703287,674
ENSMUSE00001206040,671
ENSMUSE00000747600,1
ENSMUSE00000912814,0
ENSMUSE00001338479,457
ENSMUSE00000385288,457
ENSMUSE00001342184,382
ENSMUSE00000230808,94
ENSMUSE00001341886,25
ENSMUSE00001345433,113
ENSMUSE00001341804,0
ENSMUSE00001342914,0
ENSMUSE00001343112,0
ENSMUSE00000154063,0
ENSMUSE00000554252,0
ENSMUSE00000863532,0
ENSMUSE00000863721,80
ENSMUSE00000230531,342
ENSMUSE00000997941,142
ENSMUSE00000154068,259
ENSMUSE00000848395,48
ENSMUSE00001276978,152
ENSMUSE00000858689,23
ENSMUSE00000850861,104
ENSMUSE00000854166,11
ENSMUSE00001254227,15
ENSMUSE00001243306,44
ENSMUSE00001310124,19
ENSMUSE00001246930,22
ENSMUSE00001054859,2
ENSMUSE00001344827,1
ENSMUSE00000824119,55
ENSMUSE00000794948,55
ENSMUSE00000630855,3
ENSMUSE00000630853,3
ENSMUSE00000796004,0
ENSMUSE00000746001,0
ENSMUSE00000775067,2
ENSMUSE00000730905,0
ENSMUSE00001339893,0
ENSMUSE00001339810,0
ENSMUSE00001337469,0
ENSMUSE00001337169,0
ENSMUSE00001341158,0
ENSMUSE00001343950,0
ENSMUSE00000630850,244
ENSMUSE00001298878,226
ENSMUSE00001253077,208
ENSMUSE00001289349,240
ENSMUSE00001273110,85
ENSMUSE00001339503,18
ENSMUSE00001237796,33
ENSMUSE00001304350,38
ENSMUSE00000501172,21
ENSMUSE00000664209,0
ENSMUSE00001344861,0
ENSMUSE00001345188,1
ENSMUSE00001344143,0
ENSMUSE00001346220,0
ENSMUSE00001338294,9
ENSMUSE00001339509,0
ENSMUSE00001341492,2
ENSMUSE00000660495,1
ENSMUSE00001337974,0
ENSMUSE00001340748,0
ENSMUSE00001344273,2
ENSMUSE00000522850,0
ENSMUSE00000463933,69
ENSMUSE00000754750,85
ENSMUSE00001146417,83
ENSMUSE00001238822,34
ENSMUSE00000713089,20
ENSMUSE00000553798,0
ENSMUSE00001104564,5
ENSMUSE00001144804,5
ENSMUSE00001175967,1
ENSMUSE00001320401,214
ENSMUSE00000553717,214
ENSMUSE00001332231,2
ENSMUSE00001317996,88
ENSMUSE00001323164,38
ENSMUSE00001328436,10
ENSMUSE00000441750,4
ENSMUSE00000403774,4
ENSMUSE00001272844,0
ENSMUSE00001338319,0
ENSMUSE00000793282,0
ENSMUSE00001330861,3
ENSMUSE00001328527,35
ENSMUSE00001308033,777
ENSMUSE00000813321,107
ENSMUSE00001290187,93
ENSMUSE00001291361,84
ENSMUSE00001255443,744
ENSMUSE00001375985,93
ENSMUSE00001329916,73
ENSMUSE00001335581,118
ENSMUSE00001296903,93
ENSMUSE00001264927,148
ENSMUSE00001232269,16
ENSMUSE00001319119,71
ENSMUSE00001320539,27
ENSMUSE00000437961,218
ENSMUSE00000842702,28
ENSMUSE00000785480,24
ENSMUSE00001214644,21
ENSMUSE00000757737,23
ENSMUSE00000846663,0
ENSMUSE00000714198,0
ENSMUSE00001328030,0
ENSMUSE00001332127,0
ENSMUSE00000847095,0
ENSMUSE00000604640,8
ENSMUSE00001323408,0
ENSMUSE00001327265,0
ENSMUSE00001329717,0
ENSMUSE00001322541,4
ENSMUSE00000317484,4
ENSMUSE00001319596,0
ENSMUSE00001323222,0
ENSMUSE00000728032,21
ENSMUSE00001265206,2
ENSMUSE00001321665,21
ENSMUSE00001338877,0
ENSMUSE00001324278,2
ENSMUSE00001318393,1
ENSMUSE00001339941,0
ENSMUSE00001323765,0
ENSMUSE00001002979,0
ENSMUSE00001315176,0
ENSMUSE00001117731,0
ENSMUSE00001310078,0
ENSMUSE00001114091,0
ENSMUSE00001332287,3
ENSMUSE00000360632,3
ENSMUSE00000412216,3
ENSMUSE00001331115,0
ENSMUSE00000630782,1
ENSMUSE00000576165,0
ENSMUSE00001331416,1
ENSMUSE00001317776,0
ENSMUSE00001331848,5
ENSMUSE00000553058,0
ENSMUSE00000847868,0
ENSMUSE00000966774,0
ENSMUSE00001325743,0
ENSMUSE00000458133,0
ENSMUSE00001343997,0
ENSMUSE00000712472,27
ENSMUSE00000959346,7
ENSMUSE00000901644,7
ENSMUSE00001338186,0
ENSMUSE00001338750,0
ENSMUSE00000664342,0
ENSMUSE00001323159,0
ENSMUSE00001335144,280
ENSMUSE00001328383,138
ENSMUSE00000323790,274
ENSMUSE00001332309,121
ENSMUSE00001339118,9
ENSMUSE00000847453,0
ENSMUSE00001333874,1
ENSMUSE00000333451,170
ENSMUSE00000752331,19
ENSMUSE00001330863,0
ENSMUSE00000851730,0
ENSMUSE00000856646,0
ENSMUSE00001344677,0
ENSMUSE00001129360,1
ENSMUSE00000955715,117
ENSMUSE00000949710,103
ENSMUSE00000962983,117
ENSMUSE00000956845,6
ENSMUSE00001323570,0
ENSMUSE00000153123,2
ENSMUSE00000153122,2
ENSMUSE00001321406,9
ENSMUSE00001342986,0
ENSMUSE00001335933,0
ENSMUSE00000744355,1
ENSMUSE00000153118,1
ENSMUSE00001320519,1
ENSMUSE00001333532,0
ENSMUSE00001322417,0
ENSMUSE00001326895,4
ENSMUSE00000848044,0
ENSMUSE00000552637,1
ENSMUSE00000853181,0
ENSMUSE00000343325,0
ENSMUSE00001319771,0
ENSMUSE00001331993,3
ENSMUSE00001335677,0
ENSMUSE00001322495,0
ENSMUSE00001320153,0
ENSMUSE00000320302,4
ENSMUSE00000739065,4
ENSMUSE00000335163,0
ENSMUSE00000456367,0
ENSMUSE00001328637,0
ENSMUSE00001335930,0
ENSMUSE00001329976,0
ENSMUSE00001330333,76
ENSMUSE00001345365,0
ENSMUSE00001332535,0
ENSMUSE00001431675,1
ENSMUSE00000522784,0
ENSMUSE00001333839,0
ENSMUSE00000522705,0
ENSMUSE00000154269,0
ENSMUSE00001327913,1
ENSMUSE00001322052,0
ENSMUSE00000702429,30
ENSMUSE00000359134,14
ENSMUSE00001324966,1
ENSMUSE00000866389,0
ENSMUSE00000307757,2
ENSMUSE00001322050,0
ENSMUSE00001335804,0
ENSMUSE00000869172,8
ENSMUSE00000154283,8
ENSMUSE00001337510,0
ENSMUSE00000783693,1
ENSMUSE00001250100,1
ENSMUSE00001323225,1
ENSMUSE00001335002,0
ENSMUSE00001057894,0
ENSMUSE00000552033,0
ENSMUSE00000801083,0
ENSMUSE00001043125,0
ENSMUSE00000604341,0
ENSMUSE00000777650,0
ENSMUSE00001080066,0
ENSMUSE00000812190,0
ENSMUSE00000746613,0
ENSMUSE00001159547,1
ENSMUSE00001335324,0
ENSMUSE00001166640,0
ENSMUSE00000848063,0
ENSMUSE00000522630,0
ENSMUSE00001299960,1
ENSMUSE00000522792,0
ENSMUSE00001325996,1
ENSMUSE00001141295,0
ENSMUSE00001329771,1
ENSMUSE00000843988,2
ENSMUSE00000828983,2
ENSMUSE00000415509,2
ENSMUSE00001341802,0
ENSMUSE00001339614,0
ENSMUSE00001341604,0
ENSMUSE00001106756,0
ENSMUSE00000779838,1
ENSMUSE00000630577,1
ENSMUSE00000771935,0
ENSMUSE00000824430,0
ENSMUSE00000438739,383
ENSMUSE00001332512,212
ENSMUSE00000604180,384
ENSMUSE00001328337,84
ENSMUSE00000604170,84
ENSMUSE00001325958,0
ENSMUSE00000718074,0
ENSMUSE00000722672,0
ENSMUSE00001343258,0
ENSMUSE00001327480,0
ENSMUSE00000846621,0
ENSMUSE00001335968,0
ENSMUSE00001318485,16
ENSMUSE00001346211,0
ENSMUSE00000515713,0
ENSMUSE00001322232,0
ENSMUSE00000707877,0
ENSMUSE00001317458,0
ENSMUSE00001328586,0
ENSMUSE00001073847,0
ENSMUSE00001331888,20
ENSMUSE00001334083,0
ENSMUSE00001324309,0
ENSMUSE00001335396,0
ENSMUSE00000357611,0
ENSMUSE00001319148,0
ENSMUSE00000155452,0
ENSMUSE00001335421,0
ENSMUSE00001320447,0
ENSMUSE00000974500,0
ENSMUSE00001324636,0
ENSMUSE00000604018,17
ENSMUSE00000710475,1
ENSMUSE00001330080,8
ENSMUSE00001327350,0
ENSMUSE00000314986,3
ENSMUSE00001321831,4
ENSMUSE00001343665,0
ENSMUSE00001345284,0
ENSMUSE00001340606,0
ENSMUSE00001339568,0
ENSMUSE00001340659,0
ENSMUSE00000847905,0
ENSMUSE00001337817,2
ENSMUSE00001336080,8
ENSMUSE00000847260,0
ENSMUSE00001324065,0
ENSMUSE00000522448,0
ENSMUSE00001321351,4
ENSMUSE00000522485,0
ENSMUSE00001331817,0
ENSMUSE00001331516,0
ENSMUSE00001341333,1
ENSMUSE00001344311,1
ENSMUSE00000838203,40
ENSMUSE00000314015,124
ENSMUSE00001291302,41
ENSMUSE00001259247,18
ENSMUSE00000797594,19
ENSMUSE00001341229,0
ENSMUSE00001209361,87
ENSMUSE00001339858,0
ENSMUSE00001370886,32
ENSMUSE00001372034,74
ENSMUSE00001254967,29
ENSMUSE00001343440,0
ENSMUSE00001337074,4
ENSMUSE00001355270,0
ENSMUSE00001240522,1
ENSMUSE00001373845,46
ENSMUSE00001229339,2
ENSMUSE00001321242,0
ENSMUSE00001371641,6
ENSMUSE00001374678,17
ENSMUSE00001318670,0
ENSMUSE00001375945,6
ENSMUSE00001375622,7
ENSMUSE00001337147,1
ENSMUSE00001326203,0
ENSMUSE00000701649,227
ENSMUSE00001329092,36
ENSMUSE00001341456,114
ENSMUSE00001211447,96
